roomid,groupid,tag,collectpoint
阳闫楼机房,A油机室电流采集器,总电流A,T
阳闫楼机房,A油机室电流采集器,总电流B,T
阳闫楼机房,A油机室电流采集器,总电流C,T
阳闫楼机房,B机房电流采集器,入机房配电箱电流A,P
阳闫楼机房,B机房电流采集器,入机房配电箱电流B,P
阳闫楼机房,B机房电流采集器,入机房配电箱电流C,P
阳闫楼机房,B机房电流采集器,到开关电源电流A,D
阳闫楼机房,B机房电流采集器,到开关电源电流B,D
阳闫楼机房,B机房电流采集器,到开关电源电流C,D
