roomid,groupid,tag,collectpoint
临大辛庄机房,A机房电流采集器,入机房配电箱电流A,P
临大辛庄机房,A机房电流采集器,入机房配电箱电流B,P
临大辛庄机房,A机房电流采集器,入机房配电箱电流C,P
临大辛庄机房,A机房电流采集器,到开关电源电流A,D
临大辛庄机房,A机房电流采集器,到开关电源电流B,D
临大辛庄机房,A机房电流采集器,到开关电源电流C,D
临大辛庄机房,B油机室电流采集器,总电流A,T
临大辛庄机房,B油机室电流采集器,总电流B,T
临大辛庄机房,B油机室电流采集器,总电流C,T
临大辛庄机房,B油机室电流采集器,办公营业A,B
临大辛庄机房,B油机室电流采集器,办公营业B,B
临大辛庄机房,B油机室电流采集器,办公营业C,B
