"roomid","timestr","dtype","category","tag","current"
"聊白洼机房","2024-07-07-04","HOUR","POINT","D1","34.3197"
"聊白洼机房","2024-07-07-04","HOUR","VECTOR","BUSINESS","9.23729"
"聊白洼机房","2024-07-07-04","HOUR","VECTOR","DEVICE","69.2563"
"聊白洼机房","2024-07-07-04","HOUR","VECTOR","LEASE","19.8322"
"聊白洼机房","2024-07-07-04","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-07-04","HOUR","VECTOR","PRODUCT","84.6888"
"聊白洼机房","2024-07-07-04","HOUR","VECTOR","PUE","1.22283"
"聊白洼机房","2024-07-07-04","HOUR","VECTOR","TOTAL","113.758"
"聊白洼机房","2024-07-07-05","HOUR","POINT","A1","19.8498"
"聊白洼机房","2024-07-07-05","HOUR","POINT","A2","104.361"
"聊白洼机房","2024-07-07-05","HOUR","POINT","B1","50.2047"
"聊白洼机房","2024-07-07-05","HOUR","POINT","B2","44.6525"
"聊白洼机房","2024-07-07-05","HOUR","POINT","C1","35.0627"
"聊白洼机房","2024-07-07-05","HOUR","POINT","D1","40.9831"
"聊白洼机房","2024-07-07-05","HOUR","VECTOR","BUSINESS","9.50407"
"聊白洼机房","2024-07-07-05","HOUR","VECTOR","DEVICE","76.0458"
"聊白洼机房","2024-07-07-05","HOUR","VECTOR","LEASE","19.8498"
"聊白洼机房","2024-07-07-05","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-07-05","HOUR","VECTOR","PRODUCT","94.8573"
"聊白洼机房","2024-07-07-05","HOUR","VECTOR","PUE","1.24737"
"聊白洼机房","2024-07-07-05","HOUR","VECTOR","TOTAL","124.211"
"聊白洼机房","2024-07-07-06","HOUR","POINT","A1","22.5919"
"聊白洼机房","2024-07-07-06","HOUR","POINT","A2","108.76"
"聊白洼机房","2024-07-07-06","HOUR","POINT","B1","52.2366"
"聊白洼机房","2024-07-07-06","HOUR","POINT","B2","46.6447"
"聊白洼机房","2024-07-07-06","HOUR","POINT","C1","36.5092"
"聊白洼机房","2024-07-07-06","HOUR","POINT","D1","42.6383"
"聊白洼机房","2024-07-07-06","HOUR","VECTOR","BUSINESS","9.87898"
"聊白洼机房","2024-07-07-06","HOUR","VECTOR","DEVICE","79.1475"
"聊白洼机房","2024-07-07-06","HOUR","VECTOR","LEASE","22.5919"
"聊白洼机房","2024-07-07-06","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-07-06","HOUR","VECTOR","PRODUCT","98.8814"
"聊白洼机房","2024-07-07-06","HOUR","VECTOR","PUE","1.24933"
"聊白洼机房","2024-07-07-06","HOUR","VECTOR","TOTAL","131.352"
"聊白洼机房","2024-07-07-07","HOUR","POINT","A1","23.8383"
"聊白洼机房","2024-07-07-07","HOUR","POINT","A2","107.704"
"聊白洼机房","2024-07-07-07","HOUR","POINT","B1","52.0712"
"聊白洼机房","2024-07-07-07","HOUR","POINT","B2","45.6627"
"聊白洼机房","2024-07-07-07","HOUR","POINT","C1","37.5688"
"聊白洼机房","2024-07-07-07","HOUR","POINT","D1","43.6058"
"聊白洼机房","2024-07-07-07","HOUR","VECTOR","BUSINESS","9.96983"
"聊白洼机房","2024-07-07-07","HOUR","VECTOR","DEVICE","81.1746"
"聊白洼机房","2024-07-07-07","HOUR","VECTOR","LEASE","23.8383"
"聊白洼机房","2024-07-07-07","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-07-07","HOUR","VECTOR","PRODUCT","97.7339"
"聊白洼机房","2024-07-07-07","HOUR","VECTOR","PUE","1.204"
"聊白洼机房","2024-07-07-07","HOUR","VECTOR","TOTAL","131.542"
"聊白洼机房","2024-07-07-08","HOUR","POINT","A1","25.1224"
"聊白洼机房","2024-07-07-08","HOUR","POINT","A2","117.449"
"聊白洼机房","2024-07-07-08","HOUR","POINT","B1","54.7525"
"聊白洼机房","2024-07-07-08","HOUR","POINT","B2","48.7027"
"聊白洼机房","2024-07-07-08","HOUR","POINT","C1","37.9668"
"聊白洼机房","2024-07-07-08","HOUR","POINT","D1","44.4607"
"聊白洼机房","2024-07-07-08","HOUR","VECTOR","BUSINESS","13.9936"
"聊白洼机房","2024-07-07-08","HOUR","VECTOR","DEVICE","82.4275"
"聊白洼机房","2024-07-07-08","HOUR","VECTOR","LEASE","25.1224"
"聊白洼机房","2024-07-07-08","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-07-08","HOUR","VECTOR","PRODUCT","103.455"
"聊白洼机房","2024-07-07-08","HOUR","VECTOR","PUE","1.25511"
"聊白洼机房","2024-07-07-08","HOUR","VECTOR","TOTAL","142.571"
"聊白洼机房","2024-07-07-09","HOUR","POINT","A1","26.08"
"聊白洼机房","2024-07-07-09","HOUR","POINT","A2","131.45"
"聊白洼机房","2024-07-07-09","HOUR","POINT","B1","55.578"
"聊白洼机房","2024-07-07-09","HOUR","POINT","B2","48.2085"
"聊白洼机房","2024-07-07-09","HOUR","POINT","C1","38.3458"
"聊白洼机房","2024-07-07-09","HOUR","POINT","D1","44.9515"
"聊白洼机房","2024-07-07-09","HOUR","VECTOR","BUSINESS","27.6637"
"聊白洼机房","2024-07-07-09","HOUR","VECTOR","DEVICE","83.2973"
"聊白洼机房","2024-07-07-09","HOUR","VECTOR","LEASE","26.08"
"聊白洼机房","2024-07-07-09","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-07-09","HOUR","VECTOR","PRODUCT","103.786"
"聊白洼机房","2024-07-07-09","HOUR","VECTOR","PUE","1.24598"
"聊白洼机房","2024-07-07-09","HOUR","VECTOR","TOTAL","157.53"
"聊白洼机房","2024-07-07-10","HOUR","POINT","A1","26.2366"
"聊白洼机房","2024-07-07-10","HOUR","POINT","A2","137.148"
"聊白洼机房","2024-07-07-10","HOUR","POINT","B1","56.1505"
"聊白洼机房","2024-07-07-10","HOUR","POINT","B2","49.9997"
"聊白洼机房","2024-07-07-10","HOUR","POINT","C1","38.1654"
"聊白洼机房","2024-07-07-10","HOUR","POINT","D1","44.9946"
"聊白洼机房","2024-07-07-10","HOUR","VECTOR","BUSINESS","30.9983"
"聊白洼机房","2024-07-07-10","HOUR","VECTOR","DEVICE","83.16"
"聊白洼机房","2024-07-07-10","HOUR","VECTOR","LEASE","26.2366"
"聊白洼机房","2024-07-07-10","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-07-10","HOUR","VECTOR","PRODUCT","106.15"
"聊白洼机房","2024-07-07-10","HOUR","VECTOR","PUE","1.27646"
"聊白洼机房","2024-07-07-10","HOUR","VECTOR","TOTAL","163.385"
"聊白洼机房","2024-07-07-11","HOUR","POINT","A1","25.8315"
"聊白洼机房","2024-07-07-11","HOUR","POINT","A2","133.218"
"聊白洼机房","2024-07-07-11","HOUR","POINT","B1","54.3454"
"聊白洼机房","2024-07-07-11","HOUR","POINT","B2","48.4783"
"聊白洼机房","2024-07-07-11","HOUR","POINT","C1","38.6359"
"聊白洼机房","2024-07-07-11","HOUR","POINT","D1","44.9742"
"聊白洼机房","2024-07-07-11","HOUR","VECTOR","BUSINESS","30.3939"
"聊白洼机房","2024-07-07-11","HOUR","VECTOR","DEVICE","83.6102"
"聊白洼机房","2024-07-07-11","HOUR","VECTOR","LEASE","25.8315"
"聊白洼机房","2024-07-07-11","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-07-11","HOUR","VECTOR","PRODUCT","102.824"
"聊白洼机房","2024-07-07-11","HOUR","VECTOR","PUE","1.2298"
"聊白洼机房","2024-07-07-11","HOUR","VECTOR","TOTAL","159.049"
"聊白洼机房","2024-07-07-12","HOUR","POINT","A1","26.5681"
"聊白洼机房","2024-07-07-12","HOUR","POINT","A2","136.821"
"聊白洼机房","2024-07-07-12","HOUR","POINT","B1","56.1614"
"聊白洼机房","2024-07-07-12","HOUR","POINT","B2","50.3746"
"聊白洼机房","2024-07-07-12","HOUR","POINT","C1","38.8434"
"聊白洼机房","2024-07-07-12","HOUR","POINT","D1","45.0878"
"聊白洼机房","2024-07-07-12","HOUR","VECTOR","BUSINESS","30.2847"
"聊白洼机房","2024-07-07-12","HOUR","VECTOR","DEVICE","83.9312"
"聊白洼机房","2024-07-07-12","HOUR","VECTOR","LEASE","26.5681"
"聊白洼机房","2024-07-07-12","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-07-12","HOUR","VECTOR","PRODUCT","106.536"
"聊白洼机房","2024-07-07-12","HOUR","VECTOR","PUE","1.26932"
"聊白洼机房","2024-07-07-12","HOUR","VECTOR","TOTAL","163.389"
"聊白洼机房","2024-07-07-13","HOUR","POINT","A1","25.7573"
"聊白洼机房","2024-07-07-13","HOUR","POINT","A2","138.14"
"聊白洼机房","2024-07-07-13","HOUR","POINT","B1","53.7956"
"聊白洼机房","2024-07-07-13","HOUR","POINT","B2","47.9997"
"聊白洼机房","2024-07-07-13","HOUR","POINT","C1","38.3295"
"聊白洼机房","2024-07-07-13","HOUR","POINT","D1","44.5322"
"聊白洼机房","2024-07-07-13","HOUR","VECTOR","BUSINESS","36.3451"
"聊白洼机房","2024-07-07-13","HOUR","VECTOR","DEVICE","82.8617"
"聊白洼机房","2024-07-07-13","HOUR","VECTOR","LEASE","25.7573"
"聊白洼机房","2024-07-07-13","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-07-13","HOUR","VECTOR","PRODUCT","101.795"
"聊白洼机房","2024-07-07-13","HOUR","VECTOR","PUE","1.2285"
"聊白洼机房","2024-07-07-13","HOUR","VECTOR","TOTAL","163.898"
"聊白洼机房","2024-07-07-14","HOUR","POINT","A1","24.7342"
"聊白洼机房","2024-07-07-14","HOUR","POINT","A2","129.045"
"聊白洼机房","2024-07-07-14","HOUR","POINT","B1","53.5037"
"聊白洼机房","2024-07-07-14","HOUR","POINT","B2","46.5115"
"聊白洼机房","2024-07-07-14","HOUR","POINT","C1","37.7295"
"聊白洼机房","2024-07-07-14","HOUR","POINT","D1","43.8278"
"聊白洼机房","2024-07-07-14","HOUR","VECTOR","BUSINESS","29.0295"
"聊白洼机房","2024-07-07-14","HOUR","VECTOR","DEVICE","81.5573"
"聊白洼机房","2024-07-07-14","HOUR","VECTOR","LEASE","24.7342"
"聊白洼机房","2024-07-07-14","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-07-14","HOUR","VECTOR","PRODUCT","100.015"
"聊白洼机房","2024-07-07-14","HOUR","VECTOR","PUE","1.22632"
"聊白洼机房","2024-07-07-14","HOUR","VECTOR","TOTAL","153.779"
"聊白洼机房","2024-07-07-15","HOUR","POINT","A1","25.2112"
"聊白洼机房","2024-07-07-15","HOUR","POINT","A2","128.944"
"聊白洼机房","2024-07-07-15","HOUR","POINT","B1","53.2502"
"聊白洼机房","2024-07-07-15","HOUR","POINT","B2","46.8366"
"聊白洼机房","2024-07-07-15","HOUR","POINT","C1","38.06"
"聊白洼机房","2024-07-07-15","HOUR","POINT","D1","43.7508"
"聊白洼机房","2024-07-07-15","HOUR","VECTOR","BUSINESS","28.8576"
"聊白洼机房","2024-07-07-15","HOUR","VECTOR","DEVICE","81.8108"
"聊白洼机房","2024-07-07-15","HOUR","VECTOR","LEASE","25.2112"
"聊白洼机房","2024-07-07-15","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-07-15","HOUR","VECTOR","PRODUCT","100.087"
"聊白洼机房","2024-07-07-15","HOUR","VECTOR","PUE","1.22339"
"聊白洼机房","2024-07-07-15","HOUR","VECTOR","TOTAL","154.156"
"聊白洼机房","2024-07-07-16","HOUR","POINT","A1","25.2905"
"聊白洼机房","2024-07-07-16","HOUR","POINT","A2","131.328"
"聊白洼机房","2024-07-07-16","HOUR","POINT","B1","52.3356"
"聊白洼机房","2024-07-07-16","HOUR","POINT","B2","46.9275"
"聊白洼机房","2024-07-07-16","HOUR","POINT","C1","38.3359"
"聊白洼机房","2024-07-07-16","HOUR","POINT","D1","44.242"
"聊白洼机房","2024-07-07-16","HOUR","VECTOR","BUSINESS","32.0647"
"聊白洼机房","2024-07-07-16","HOUR","VECTOR","DEVICE","82.578"
"聊白洼机房","2024-07-07-16","HOUR","VECTOR","LEASE","25.2905"
"聊白洼机房","2024-07-07-16","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-07-16","HOUR","VECTOR","PRODUCT","99.2631"
"聊白洼机房","2024-07-07-16","HOUR","VECTOR","PUE","1.20205"
"聊白洼机房","2024-07-07-16","HOUR","VECTOR","TOTAL","156.618"
"聊白洼机房","2024-07-07-17","HOUR","POINT","A1","24.6539"
"聊白洼机房","2024-07-07-17","HOUR","POINT","A2","132.382"
"聊白洼机房","2024-07-07-17","HOUR","POINT","B1","52.738"
"聊白洼机房","2024-07-07-17","HOUR","POINT","B2","47.6149"
"聊白洼机房","2024-07-07-17","HOUR","POINT","C1","38.5403"
"聊白洼机房","2024-07-07-17","HOUR","POINT","D1","44.0349"
"聊白洼机房","2024-07-07-17","HOUR","VECTOR","BUSINESS","32.0295"
"聊白洼机房","2024-07-07-17","HOUR","VECTOR","DEVICE","82.5753"
"聊白洼机房","2024-07-07-17","HOUR","VECTOR","LEASE","24.6539"
"聊白洼机房","2024-07-07-17","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-07-17","HOUR","VECTOR","PRODUCT","100.353"
"聊白洼机房","2024-07-07-17","HOUR","VECTOR","PUE","1.21529"
"聊白洼机房","2024-07-07-17","HOUR","VECTOR","TOTAL","157.036"
"聊白洼机房","2024-07-07-18","HOUR","POINT","A1","24.3847"
"聊白洼机房","2024-07-07-18","HOUR","POINT","A2","117.384"
"聊白洼机房","2024-07-07-18","HOUR","POINT","B1","53.0597"
"聊白洼机房","2024-07-07-18","HOUR","POINT","B2","46.2122"
"聊白洼机房","2024-07-07-18","HOUR","POINT","C1","38.1878"
"聊白洼机房","2024-07-07-18","HOUR","POINT","D1","43.6139"
"聊白洼机房","2024-07-07-18","HOUR","VECTOR","BUSINESS","18.1125"
"聊白洼机房","2024-07-07-18","HOUR","VECTOR","DEVICE","81.8017"
"聊白洼机房","2024-07-07-18","HOUR","VECTOR","LEASE","24.3847"
"聊白洼机房","2024-07-07-18","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-07-18","HOUR","VECTOR","PRODUCT","99.2719"
"聊白洼机房","2024-07-07-18","HOUR","VECTOR","PUE","1.21357"
"聊白洼机房","2024-07-07-18","HOUR","VECTOR","TOTAL","141.769"
"聊白洼机房","2024-07-07-19","HOUR","POINT","A1","23.959"
"聊白洼机房","2024-07-07-19","HOUR","POINT","A2","111.731"
"聊白洼机房","2024-07-07-19","HOUR","POINT","B1","53.2247"
"聊白洼机房","2024-07-07-19","HOUR","POINT","B2","46.6542"
"聊白洼机房","2024-07-07-19","HOUR","POINT","C1","38.2444"
"聊白洼机房","2024-07-07-19","HOUR","POINT","D1","43.9047"
"聊白洼机房","2024-07-07-19","HOUR","VECTOR","BUSINESS","11.8515"
"聊白洼机房","2024-07-07-19","HOUR","VECTOR","DEVICE","82.1492"
"聊白洼机房","2024-07-07-19","HOUR","VECTOR","LEASE","23.959"
"聊白洼机房","2024-07-07-19","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-07-19","HOUR","VECTOR","PRODUCT","99.879"
"聊白洼机房","2024-07-07-19","HOUR","VECTOR","PUE","1.21582"
"聊白洼机房","2024-07-07-19","HOUR","VECTOR","TOTAL","135.689"
"聊白洼机房","2024-07-07-20","HOUR","POINT","A1","24.4756"
"聊白洼机房","2024-07-07-20","HOUR","POINT","A2","109.375"
"聊白洼机房","2024-07-07-20","HOUR","POINT","B1","52.2875"
"聊白洼机房","2024-07-07-20","HOUR","POINT","B2","46.7817"
"聊白洼机房","2024-07-07-20","HOUR","POINT","C1","38.6712"
"聊白洼机房","2024-07-07-20","HOUR","POINT","D1","43.8641"
"聊白洼机房","2024-07-07-20","HOUR","VECTOR","BUSINESS","10.3061"
"聊白洼机房","2024-07-07-20","HOUR","VECTOR","DEVICE","82.5353"
"聊白洼机房","2024-07-07-20","HOUR","VECTOR","LEASE","24.4756"
"聊白洼机房","2024-07-07-20","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-07-20","HOUR","VECTOR","PRODUCT","99.0692"
"聊白洼机房","2024-07-07-20","HOUR","VECTOR","PUE","1.20033"
"聊白洼机房","2024-07-07-20","HOUR","VECTOR","TOTAL","133.851"
"聊白洼机房","2024-07-07-21","HOUR","POINT","A1","24.8149"
"聊白洼机房","2024-07-07-21","HOUR","POINT","A2","109.075"
"聊白洼机房","2024-07-07-21","HOUR","POINT","B1","52.6563"
"聊白洼机房","2024-07-07-21","HOUR","POINT","B2","46.1892"
"聊白洼机房","2024-07-07-21","HOUR","POINT","C1","38.3295"
"聊白洼机房","2024-07-07-21","HOUR","POINT","D1","43.9146"
"聊白洼机房","2024-07-07-21","HOUR","VECTOR","BUSINESS","10.2292"
"聊白洼机房","2024-07-07-21","HOUR","VECTOR","DEVICE","82.2441"
"聊白洼机房","2024-07-07-21","HOUR","VECTOR","LEASE","24.8149"
"聊白洼机房","2024-07-07-21","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-07-21","HOUR","VECTOR","PRODUCT","98.8454"
"聊白洼机房","2024-07-07-21","HOUR","VECTOR","PUE","1.20185"
"聊白洼机房","2024-07-07-21","HOUR","VECTOR","TOTAL","133.889"
"聊白洼机房","2024-07-07-22","HOUR","POINT","A1","24.2095"
"聊白洼机房","2024-07-07-22","HOUR","POINT","A2","104.125"
"聊白洼机房","2024-07-07-22","HOUR","POINT","B1","52.7563"
"聊白洼机房","2024-07-07-22","HOUR","POINT","B2","42.6437"
"聊白洼机房","2024-07-07-22","HOUR","POINT","C1","38.0617"
"聊白洼机房","2024-07-07-22","HOUR","POINT","D1","43.6373"
"聊白洼机房","2024-07-07-22","HOUR","VECTOR","BUSINESS","8.72508"
"聊白洼机房","2024-07-07-22","HOUR","VECTOR","DEVICE","81.699"
"聊白洼机房","2024-07-07-22","HOUR","VECTOR","LEASE","24.2095"
"聊白洼机房","2024-07-07-22","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-07-22","HOUR","VECTOR","PRODUCT","95.4"
"聊白洼机房","2024-07-07-22","HOUR","VECTOR","PUE","1.1677"
"聊白洼机房","2024-07-07-22","HOUR","VECTOR","TOTAL","128.335"
"聊白洼机房","2024-07-07-23","HOUR","POINT","A1","22.6525"
"聊白洼机房","2024-07-07-23","HOUR","POINT","A2","107.3"
"聊白洼机房","2024-07-07-23","HOUR","POINT","B1","51.8942"
"聊白洼机房","2024-07-07-23","HOUR","POINT","B2","45.6827"
"聊白洼机房","2024-07-07-23","HOUR","POINT","C1","37.1115"
"聊白洼机房","2024-07-07-23","HOUR","POINT","D1","42.5173"
"聊白洼机房","2024-07-07-23","HOUR","VECTOR","BUSINESS","9.72339"
"聊白洼机房","2024-07-07-23","HOUR","VECTOR","DEVICE","79.6288"
"聊白洼机房","2024-07-07-23","HOUR","VECTOR","LEASE","22.6525"
"聊白洼机房","2024-07-07-23","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-07-23","HOUR","VECTOR","PRODUCT","97.577"
"聊白洼机房","2024-07-07-23","HOUR","VECTOR","PUE","1.2254"
"聊白洼机房","2024-07-07-23","HOUR","VECTOR","TOTAL","129.953"
"聊白洼机房","2024-07-08","DAY","VECTOR","BUSINESS","19.8422"
"聊白洼机房","2024-07-08","DAY","VECTOR","DEVICE","79.768"
"聊白洼机房","2024-07-08","DAY","VECTOR","LEASE","23.2559"
"聊白洼机房","2024-07-08","DAY","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-08","DAY","VECTOR","PRODUCT","96.227"
"聊白洼机房","2024-07-08","DAY","VECTOR","PUE","1.20634"
"聊白洼机房","2024-07-08","DAY","VECTOR","TOTAL","139.325"
"聊白洼机房","2024-07-08-00","HOUR","POINT","A1","20.9536"
"聊白洼机房","2024-07-08-00","HOUR","POINT","A2","102.084"
"聊白洼机房","2024-07-08-00","HOUR","POINT","B1","50.2878"
"聊白洼机房","2024-07-08-00","HOUR","POINT","B2","42.9336"
"聊白洼机房","2024-07-08-00","HOUR","POINT","C1","36.1871"
"聊白洼机房","2024-07-08-00","HOUR","POINT","D1","41.9875"
"聊白洼机房","2024-07-08-00","HOUR","VECTOR","BUSINESS","8.86271"
"聊白洼机房","2024-07-08-00","HOUR","VECTOR","DEVICE","78.1746"
"聊白洼机房","2024-07-08-00","HOUR","VECTOR","LEASE","20.9536"
"聊白洼机房","2024-07-08-00","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-08-00","HOUR","VECTOR","PRODUCT","93.2214"
"聊白洼机房","2024-07-08-00","HOUR","VECTOR","PUE","1.19248"
"聊白洼机房","2024-07-08-00","HOUR","VECTOR","TOTAL","123.038"
"聊白洼机房","2024-07-08-01","HOUR","POINT","A1","19.6736"
"聊白洼机房","2024-07-08-01","HOUR","POINT","A2","96.9424"
"聊白洼机房","2024-07-08-01","HOUR","POINT","B1","45.0505"
"聊白洼机房","2024-07-08-01","HOUR","POINT","B2","43.1281"
"聊白洼机房","2024-07-08-01","HOUR","POINT","C1","35.7627"
"聊白洼机房","2024-07-08-01","HOUR","POINT","D1","36.9647"
"聊白洼机房","2024-07-08-01","HOUR","VECTOR","BUSINESS","8.76373"
"聊白洼机房","2024-07-08-01","HOUR","VECTOR","DEVICE","72.7275"
"聊白洼机房","2024-07-08-01","HOUR","VECTOR","LEASE","19.6736"
"聊白洼机房","2024-07-08-01","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-08-01","HOUR","VECTOR","PRODUCT","88.1786"
"聊白洼机房","2024-07-08-01","HOUR","VECTOR","PUE","1.21245"
"聊白洼机房","2024-07-08-01","HOUR","VECTOR","TOTAL","116.616"
"聊白洼机房","2024-07-08-02","HOUR","POINT","A1","19.6441"
"聊白洼机房","2024-07-08-02","HOUR","POINT","A2","96.4312"
"聊白洼机房","2024-07-08-02","HOUR","POINT","B1","42.3393"
"聊白洼机房","2024-07-08-02","HOUR","POINT","B2","44.3783"
"聊白洼机房","2024-07-08-02","HOUR","POINT","C1","35.3112"
"聊白洼机房","2024-07-08-02","HOUR","POINT","D1","34.383"
"聊白洼机房","2024-07-08-02","HOUR","VECTOR","BUSINESS","9.71356"
"聊白洼机房","2024-07-08-02","HOUR","VECTOR","DEVICE","69.6942"
"聊白洼机房","2024-07-08-02","HOUR","VECTOR","LEASE","19.6441"
"聊白洼机房","2024-07-08-02","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-08-02","HOUR","VECTOR","PRODUCT","86.7176"
"聊白洼机房","2024-07-08-02","HOUR","VECTOR","PUE","1.24426"
"聊白洼机房","2024-07-08-02","HOUR","VECTOR","TOTAL","116.075"
"聊白洼机房","2024-07-08-03","HOUR","POINT","A1","19.7173"
"聊白洼机房","2024-07-08-03","HOUR","POINT","A2","93.5664"
"聊白洼机房","2024-07-08-03","HOUR","POINT","B1","42.5478"
"聊白洼机房","2024-07-08-03","HOUR","POINT","B2","42.5366"
"聊白洼机房","2024-07-08-03","HOUR","POINT","C1","35.1003"
"聊白洼机房","2024-07-08-03","HOUR","POINT","D1","34.6071"
"聊白洼机房","2024-07-08-03","HOUR","VECTOR","BUSINESS","8.48203"
"聊白洼机房","2024-07-08-03","HOUR","VECTOR","DEVICE","69.7075"
"聊白洼机房","2024-07-08-03","HOUR","VECTOR","LEASE","19.7173"
"聊白洼机房","2024-07-08-03","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-08-03","HOUR","VECTOR","PRODUCT","85.0844"
"聊白洼机房","2024-07-08-03","HOUR","VECTOR","PUE","1.22059"
"聊白洼机房","2024-07-08-03","HOUR","VECTOR","TOTAL","113.284"
"聊白洼机房","2024-07-08-04","HOUR","POINT","A1","19.56"
"聊白洼机房","2024-07-08-04","HOUR","POINT","A2","93.2319"
"聊白洼机房","2024-07-08-04","HOUR","POINT","B1","42.3017"
"聊白洼机房","2024-07-08-04","HOUR","POINT","B2","42.1085"
"聊白洼机房","2024-07-08-04","HOUR","POINT","C1","34.6895"
"聊白洼机房","2024-07-08-04","HOUR","POINT","D1","34.6573"
"聊白洼机房","2024-07-08-04","HOUR","VECTOR","BUSINESS","8.8217"
"聊白洼机房","2024-07-08-04","HOUR","VECTOR","DEVICE","69.3468"
"聊白洼机房","2024-07-08-04","HOUR","VECTOR","LEASE","19.56"
"聊白洼机房","2024-07-08-04","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-08-04","HOUR","VECTOR","PRODUCT","84.4102"
"聊白洼机房","2024-07-08-04","HOUR","VECTOR","PUE","1.21722"
"聊白洼机房","2024-07-08-04","HOUR","VECTOR","TOTAL","112.792"
"聊白洼机房","2024-07-08-05","HOUR","POINT","A1","19.7854"
"聊白洼机房","2024-07-08-05","HOUR","POINT","A2","101.752"
"聊白洼机房","2024-07-08-05","HOUR","POINT","B1","49.2275"
"聊白洼机房","2024-07-08-05","HOUR","POINT","B2","43.3986"
"聊白洼机房","2024-07-08-05","HOUR","POINT","C1","35.0241"
"聊白洼机房","2024-07-08-05","HOUR","POINT","D1","41.3305"
"聊白洼机房","2024-07-08-05","HOUR","VECTOR","BUSINESS","9.12542"
"聊白洼机房","2024-07-08-05","HOUR","VECTOR","DEVICE","76.3546"
"聊白洼机房","2024-07-08-05","HOUR","VECTOR","LEASE","19.7854"
"聊白洼机房","2024-07-08-05","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-08-05","HOUR","VECTOR","PRODUCT","92.6261"
"聊白洼机房","2024-07-08-05","HOUR","VECTOR","PUE","1.2131"
"聊白洼机房","2024-07-08-05","HOUR","VECTOR","TOTAL","121.537"
"聊白洼机房","2024-07-08-06","HOUR","POINT","A1","22.5664"
"聊白洼机房","2024-07-08-06","HOUR","POINT","A2","102.585"
"聊白洼机房","2024-07-08-06","HOUR","POINT","B1","51.1976"
"聊白洼机房","2024-07-08-06","HOUR","POINT","B2","42.7502"
"聊白洼机房","2024-07-08-06","HOUR","POINT","C1","36.8841"
"聊白洼机房","2024-07-08-06","HOUR","POINT","D1","42.8946"
"聊白洼机房","2024-07-08-06","HOUR","VECTOR","BUSINESS","8.63763"
"聊白洼机房","2024-07-08-06","HOUR","VECTOR","DEVICE","79.7786"
"聊白洼机房","2024-07-08-06","HOUR","VECTOR","LEASE","22.5664"
"聊白洼机房","2024-07-08-06","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-08-06","HOUR","VECTOR","PRODUCT","93.9478"
"聊白洼机房","2024-07-08-06","HOUR","VECTOR","PUE","1.17761"
"聊白洼机房","2024-07-08-06","HOUR","VECTOR","TOTAL","125.152"
"聊白洼机房","2024-07-08-07","HOUR","POINT","A1","23.5397"
"聊白洼机房","2024-07-08-07","HOUR","POINT","A2","108.471"
"聊白洼机房","2024-07-08-07","HOUR","POINT","B1","51.8793"
"聊白洼机房","2024-07-08-07","HOUR","POINT","B2","46.5671"
"聊白洼机房","2024-07-08-07","HOUR","POINT","C1","37.6342"
"聊白洼机房","2024-07-08-07","HOUR","POINT","D1","43.6841"
"聊白洼机房","2024-07-08-07","HOUR","VECTOR","BUSINESS","10.0241"
"聊白洼机房","2024-07-08-07","HOUR","VECTOR","DEVICE","81.3183"
"聊白洼机房","2024-07-08-07","HOUR","VECTOR","LEASE","23.5397"
"聊白洼机房","2024-07-08-07","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-07-08-07","HOUR","VECTOR","PRODUCT","98.4464"
"聊白洼机房","2024-07-08-07","HOUR","VECTOR","PUE","1.21063"
"聊白洼机房","2024-07-08-07","HOUR","VECTOR","TOTAL","132.01"
