"roomid","timestr","dtype","category","tag","current"
"聊白洼机房","2024-06-28-04","HOUR","POINT","B2","43.2115"
"聊白洼机房","2024-06-28-04","HOUR","POINT","C1","33.757"
"聊白洼机房","2024-06-28-04","HOUR","POINT","D1","34.2508"
"聊白洼机房","2024-06-28-04","HOUR","VECTOR","BUSINESS","9.24712"
"聊白洼机房","2024-06-28-04","HOUR","VECTOR","DEVICE","68.0078"
"聊白洼机房","2024-06-28-04","HOUR","VECTOR","LEASE","19.7692"
"聊白洼机房","2024-06-28-04","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-28-04","HOUR","VECTOR","PRODUCT","86.1858"
"聊白洼机房","2024-06-28-04","HOUR","VECTOR","PUE","1.26729"
"聊白洼机房","2024-06-28-04","HOUR","VECTOR","TOTAL","115.202"
"聊白洼机房","2024-06-28-05","HOUR","POINT","A1","20.0597"
"聊白洼机房","2024-06-28-05","HOUR","POINT","A2","102.009"
"聊白洼机房","2024-06-28-05","HOUR","POINT","B1","49.5983"
"聊白洼机房","2024-06-28-05","HOUR","POINT","B2","43.1071"
"聊白洼机房","2024-06-28-05","HOUR","POINT","C1","34.3068"
"聊白洼机房","2024-06-28-05","HOUR","POINT","D1","40.9224"
"聊白洼机房","2024-06-28-05","HOUR","VECTOR","BUSINESS","9.30407"
"聊白洼机房","2024-06-28-05","HOUR","VECTOR","DEVICE","75.2291"
"聊白洼机房","2024-06-28-05","HOUR","VECTOR","LEASE","20.0597"
"聊白洼机房","2024-06-28-05","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-28-05","HOUR","VECTOR","PRODUCT","92.7054"
"聊白洼机房","2024-06-28-05","HOUR","VECTOR","PUE","1.23231"
"聊白洼机房","2024-06-28-05","HOUR","VECTOR","TOTAL","122.069"
"聊白洼机房","2024-06-28-06","HOUR","POINT","A1","22.8586"
"聊白洼机房","2024-06-28-06","HOUR","POINT","A2","103.853"
"聊白洼机房","2024-06-28-06","HOUR","POINT","B1","50.6427"
"聊白洼机房","2024-06-28-06","HOUR","POINT","B2","43.9902"
"聊白洼机房","2024-06-28-06","HOUR","POINT","C1","35.5492"
"聊白洼机房","2024-06-28-06","HOUR","POINT","D1","42.3953"
"聊白洼机房","2024-06-28-06","HOUR","VECTOR","BUSINESS","9.22034"
"聊白洼机房","2024-06-28-06","HOUR","VECTOR","DEVICE","77.9444"
"聊白洼机房","2024-06-28-06","HOUR","VECTOR","LEASE","22.8586"
"聊白洼机房","2024-06-28-06","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-28-06","HOUR","VECTOR","PRODUCT","94.6329"
"聊白洼机房","2024-06-28-06","HOUR","VECTOR","PUE","1.21411"
"聊白洼机房","2024-06-28-06","HOUR","VECTOR","TOTAL","126.712"
"聊白洼机房","2024-06-28-07","HOUR","POINT","A1","23.3047"
"聊白洼机房","2024-06-28-07","HOUR","POINT","A2","105.003"
"聊白洼机房","2024-06-28-07","HOUR","POINT","B1","51.6966"
"聊白洼机房","2024-06-28-07","HOUR","POINT","B2","44.0386"
"聊白洼机房","2024-06-28-07","HOUR","POINT","C1","36.902"
"聊白洼机房","2024-06-28-07","HOUR","POINT","D1","43.5237"
"聊白洼机房","2024-06-28-07","HOUR","VECTOR","BUSINESS","9.26746"
"聊白洼机房","2024-06-28-07","HOUR","VECTOR","DEVICE","80.4258"
"聊白洼机房","2024-06-28-07","HOUR","VECTOR","LEASE","23.3047"
"聊白洼机房","2024-06-28-07","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-28-07","HOUR","VECTOR","PRODUCT","95.7353"
"聊白洼机房","2024-06-28-07","HOUR","VECTOR","PUE","1.19036"
"聊白洼机房","2024-06-28-07","HOUR","VECTOR","TOTAL","128.307"
"聊白洼机房","2024-06-28-08","HOUR","POINT","A1","24.3271"
"聊白洼机房","2024-06-28-08","HOUR","POINT","A2","117.727"
"聊白洼机房","2024-06-28-08","HOUR","POINT","B1","53.5868"
"聊白洼机房","2024-06-28-08","HOUR","POINT","B2","45.7539"
"聊白洼机房","2024-06-28-08","HOUR","POINT","C1","37.1417"
"聊白洼机房","2024-06-28-08","HOUR","POINT","D1","44.26"
"聊白洼机房","2024-06-28-08","HOUR","VECTOR","BUSINESS","18.3868"
"聊白洼机房","2024-06-28-08","HOUR","VECTOR","DEVICE","81.4017"
"聊白洼机房","2024-06-28-08","HOUR","VECTOR","LEASE","24.3271"
"聊白洼机房","2024-06-28-08","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-28-08","HOUR","VECTOR","PRODUCT","99.3407"
"聊白洼机房","2024-06-28-08","HOUR","VECTOR","PUE","1.22038"
"聊白洼机房","2024-06-28-08","HOUR","VECTOR","TOTAL","142.055"
"聊白洼机房","2024-06-28-09","HOUR","POINT","A1","24.7658"
"聊白洼机房","2024-06-28-09","HOUR","POINT","A2","136.621"
"聊白洼机房","2024-06-28-09","HOUR","POINT","B1","54.9119"
"聊白洼机房","2024-06-28-09","HOUR","POINT","B2","50.2119"
"聊白洼机房","2024-06-28-09","HOUR","POINT","C1","37.8508"
"聊白洼机房","2024-06-28-09","HOUR","POINT","D1","44.3437"
"聊白洼机房","2024-06-28-09","HOUR","VECTOR","BUSINESS","31.4969"
"聊白洼机房","2024-06-28-09","HOUR","VECTOR","DEVICE","82.1946"
"聊白洼机房","2024-06-28-09","HOUR","VECTOR","LEASE","24.7658"
"聊白洼机房","2024-06-28-09","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-28-09","HOUR","VECTOR","PRODUCT","105.124"
"聊白洼机房","2024-06-28-09","HOUR","VECTOR","PUE","1.27896"
"聊白洼机房","2024-06-28-09","HOUR","VECTOR","TOTAL","161.386"
"聊白洼机房","2024-06-28-10","HOUR","POINT","A1","25.5241"
"聊白洼机房","2024-06-28-10","HOUR","POINT","A2","138.445"
"聊白洼机房","2024-06-28-10","HOUR","POINT","B1","53.1342"
"聊白洼机房","2024-06-28-10","HOUR","POINT","B2","51.6166"
"聊白洼机房","2024-06-28-10","HOUR","POINT","C1","38.6875"
"聊白洼机房","2024-06-28-10","HOUR","POINT","D1","44.4414"
"聊白洼机房","2024-06-28-10","HOUR","VECTOR","BUSINESS","33.6942"
"聊白洼机房","2024-06-28-10","HOUR","VECTOR","DEVICE","83.1288"
"聊白洼机房","2024-06-28-10","HOUR","VECTOR","LEASE","25.5241"
"聊白洼机房","2024-06-28-10","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-28-10","HOUR","VECTOR","PRODUCT","104.751"
"聊白洼机房","2024-06-28-10","HOUR","VECTOR","PUE","1.2601"
"聊白洼机房","2024-06-28-10","HOUR","VECTOR","TOTAL","163.969"
"聊白洼机房","2024-06-28-11","HOUR","POINT","A1","27.3912"
"聊白洼机房","2024-06-28-11","HOUR","POINT","A2","142.043"
"聊白洼机房","2024-06-28-11","HOUR","POINT","B1","56.3037"
"聊白洼机房","2024-06-28-11","HOUR","POINT","B2","49.0363"
"聊白洼机房","2024-06-28-11","HOUR","POINT","C1","37.6417"
"聊白洼机房","2024-06-28-11","HOUR","POINT","D1","44.5288"
"聊白洼机房","2024-06-28-11","HOUR","VECTOR","BUSINESS","36.7034"
"聊白洼机房","2024-06-28-11","HOUR","VECTOR","DEVICE","82.1705"
"聊白洼机房","2024-06-28-11","HOUR","VECTOR","LEASE","27.3912"
"聊白洼机房","2024-06-28-11","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-28-11","HOUR","VECTOR","PRODUCT","105.34"
"聊白洼机房","2024-06-28-11","HOUR","VECTOR","PUE","1.28197"
"聊白洼机房","2024-06-28-11","HOUR","VECTOR","TOTAL","169.435"
"聊白洼机房","2024-06-28-12","HOUR","POINT","A1","28.1071"
"聊白洼机房","2024-06-28-12","HOUR","POINT","A2","154.224"
"聊白洼机房","2024-06-28-12","HOUR","POINT","B1","54.597"
"聊白洼机房","2024-06-28-12","HOUR","POINT","B2","52.1014"
"聊白洼机房","2024-06-28-12","HOUR","POINT","C1","39.1237"
"聊白洼机房","2024-06-28-12","HOUR","POINT","D1","44.8217"
"聊白洼机房","2024-06-28-12","HOUR","VECTOR","BUSINESS","47.5254"
"聊白洼机房","2024-06-28-12","HOUR","VECTOR","DEVICE","83.9454"
"聊白洼机房","2024-06-28-12","HOUR","VECTOR","LEASE","28.1071"
"聊白洼机房","2024-06-28-12","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-28-12","HOUR","VECTOR","PRODUCT","106.698"
"聊白洼机房","2024-06-28-12","HOUR","VECTOR","PUE","1.27104"
"聊白洼机房","2024-06-28-12","HOUR","VECTOR","TOTAL","182.331"
"聊白洼机房","2024-06-28-13","HOUR","POINT","A1","25.8861"
"聊白洼机房","2024-06-28-13","HOUR","POINT","A2","149.003"
"聊白洼机房","2024-06-28-13","HOUR","POINT","B1","55.4908"
"聊白洼机房","2024-06-28-13","HOUR","POINT","B2","49.563"
"聊白洼机房","2024-06-28-13","HOUR","POINT","C1","37.422"
"聊白洼机房","2024-06-28-13","HOUR","POINT","D1","44.2068"
"聊白洼机房","2024-06-28-13","HOUR","VECTOR","BUSINESS","43.9492"
"聊白洼机房","2024-06-28-13","HOUR","VECTOR","DEVICE","81.6288"
"聊白洼机房","2024-06-28-13","HOUR","VECTOR","LEASE","25.8861"
"聊白洼机房","2024-06-28-13","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-28-13","HOUR","VECTOR","PRODUCT","105.054"
"聊白洼机房","2024-06-28-13","HOUR","VECTOR","PUE","1.28697"
"聊白洼机房","2024-06-28-13","HOUR","VECTOR","TOTAL","174.889"
"聊白洼机房","2024-06-28-14","HOUR","POINT","A1","26.3095"
"聊白洼机房","2024-06-28-14","HOUR","POINT","A2","149.261"
"聊白洼机房","2024-06-28-14","HOUR","POINT","B1","56.1617"
"聊白洼机房","2024-06-28-14","HOUR","POINT","B2","49.1664"
"聊白洼机房","2024-06-28-14","HOUR","POINT","C1","36.6173"
"聊白洼机房","2024-06-28-14","HOUR","POINT","D1","43.9912"
"聊白洼机房","2024-06-28-14","HOUR","VECTOR","BUSINESS","43.9325"
"聊白洼机房","2024-06-28-14","HOUR","VECTOR","DEVICE","80.6085"
"聊白洼机房","2024-06-28-14","HOUR","VECTOR","LEASE","26.3095"
"聊白洼机房","2024-06-28-14","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-28-14","HOUR","VECTOR","PRODUCT","105.328"
"聊白洼机房","2024-06-28-14","HOUR","VECTOR","PUE","1.30666"
"聊白洼机房","2024-06-28-14","HOUR","VECTOR","TOTAL","175.57"
"聊白洼机房","2024-06-28-15","HOUR","POINT","A1","26.3888"
"聊白洼机房","2024-06-28-15","HOUR","POINT","A2","150.537"
"聊白洼机房","2024-06-28-15","HOUR","POINT","B1","54.6807"
"聊白洼机房","2024-06-28-15","HOUR","POINT","B2","50.7617"
"聊白洼机房","2024-06-28-15","HOUR","POINT","C1","37.4942"
"聊白洼机房","2024-06-28-15","HOUR","POINT","D1","43.8668"
"聊白洼机房","2024-06-28-15","HOUR","VECTOR","BUSINESS","45.0942"
"聊白洼机房","2024-06-28-15","HOUR","VECTOR","DEVICE","81.361"
"聊白洼机房","2024-06-28-15","HOUR","VECTOR","LEASE","26.3888"
"聊白洼机房","2024-06-28-15","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-28-15","HOUR","VECTOR","PRODUCT","105.442"
"聊白洼机房","2024-06-28-15","HOUR","VECTOR","PUE","1.29598"
"聊白洼机房","2024-06-28-15","HOUR","VECTOR","TOTAL","176.925"
"聊白洼机房","2024-06-28-16","HOUR","POINT","A1","26.7932"
"聊白洼机房","2024-06-28-16","HOUR","POINT","A2","147.979"
"聊白洼机房","2024-06-28-16","HOUR","POINT","B1","54.923"
"聊白洼机房","2024-06-28-16","HOUR","POINT","B2","48.5983"
"聊白洼机房","2024-06-28-16","HOUR","POINT","C1","38.223"
"聊白洼机房","2024-06-28-16","HOUR","POINT","D1","44.5878"
"聊白洼机房","2024-06-28-16","HOUR","VECTOR","BUSINESS","44.458"
"聊白洼机房","2024-06-28-16","HOUR","VECTOR","DEVICE","82.8108"
"聊白洼机房","2024-06-28-16","HOUR","VECTOR","LEASE","26.7932"
"聊白洼机房","2024-06-28-16","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-28-16","HOUR","VECTOR","PRODUCT","103.521"
"聊白洼机房","2024-06-28-16","HOUR","VECTOR","PUE","1.25009"
"聊白洼机房","2024-06-28-16","HOUR","VECTOR","TOTAL","174.773"
"聊白洼机房","2024-06-28-17","HOUR","POINT","A1","26.0959"
"聊白洼机房","2024-06-28-17","HOUR","POINT","A2","146.099"
"聊白洼机房","2024-06-28-17","HOUR","POINT","B1","55.7631"
"聊白洼机房","2024-06-28-17","HOUR","POINT","B2","50.1705"
"聊白洼机房","2024-06-28-17","HOUR","POINT","C1","37.0176"
"聊白洼机房","2024-06-28-17","HOUR","POINT","D1","43.9759"
"聊白洼机房","2024-06-28-17","HOUR","VECTOR","BUSINESS","40.1651"
"聊白洼机房","2024-06-28-17","HOUR","VECTOR","DEVICE","80.9936"
"聊白洼机房","2024-06-28-17","HOUR","VECTOR","LEASE","26.0959"
"聊白洼机房","2024-06-28-17","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-28-17","HOUR","VECTOR","PRODUCT","105.934"
"聊白洼机房","2024-06-28-17","HOUR","VECTOR","PUE","1.30793"
"聊白洼机房","2024-06-28-17","HOUR","VECTOR","TOTAL","172.195"
"聊白洼机房","2024-06-28-18","HOUR","POINT","A1","25.2685"
"聊白洼机房","2024-06-28-18","HOUR","POINT","A2","146.968"
"聊白洼机房","2024-06-28-18","HOUR","POINT","B1","55.4285"
"聊白洼机房","2024-06-28-18","HOUR","POINT","B2","49.701"
"聊白洼机房","2024-06-28-18","HOUR","POINT","C1","37.5512"
"聊白洼机房","2024-06-28-18","HOUR","POINT","D1","43.7539"
"聊白洼机房","2024-06-28-18","HOUR","VECTOR","BUSINESS","41.8383"
"聊白洼机房","2024-06-28-18","HOUR","VECTOR","DEVICE","81.3051"
"聊白洼机房","2024-06-28-18","HOUR","VECTOR","LEASE","25.2685"
"聊白洼机房","2024-06-28-18","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-28-18","HOUR","VECTOR","PRODUCT","105.129"
"聊白洼机房","2024-06-28-18","HOUR","VECTOR","PUE","1.29302"
"聊白洼机房","2024-06-28-18","HOUR","VECTOR","TOTAL","172.236"
"聊白洼机房","2024-06-28-19","HOUR","POINT","A1","25.1173"
"聊白洼机房","2024-06-28-19","HOUR","POINT","A2","148.439"
"聊白洼机房","2024-06-28-19","HOUR","POINT","B1","53.6817"
"聊白洼机房","2024-06-28-19","HOUR","POINT","B2","50.8424"
"聊白洼机房","2024-06-28-19","HOUR","POINT","C1","37.3519"
"聊白洼机房","2024-06-28-19","HOUR","POINT","D1","43.8081"
"聊白洼机房","2024-06-28-19","HOUR","VECTOR","BUSINESS","43.9153"
"聊白洼机房","2024-06-28-19","HOUR","VECTOR","DEVICE","81.16"
"聊白洼机房","2024-06-28-19","HOUR","VECTOR","LEASE","25.1173"
"聊白洼机房","2024-06-28-19","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-28-19","HOUR","VECTOR","PRODUCT","104.524"
"聊白洼机房","2024-06-28-19","HOUR","VECTOR","PUE","1.28788"
"聊白洼机房","2024-06-28-19","HOUR","VECTOR","TOTAL","173.557"
"聊白洼机房","2024-06-28-20","HOUR","POINT","A1","25.0241"
"聊白洼机房","2024-06-28-20","HOUR","POINT","A2","126.983"
"聊白洼机房","2024-06-28-20","HOUR","POINT","B1","55.7322"
"聊白洼机房","2024-06-28-20","HOUR","POINT","B2","48.2166"
"聊白洼机房","2024-06-28-20","HOUR","POINT","C1","38.0041"
"聊白洼机房","2024-06-28-20","HOUR","POINT","D1","44.2237"
"聊白洼机房","2024-06-28-20","HOUR","VECTOR","BUSINESS","23.0346"
"聊白洼机房","2024-06-28-20","HOUR","VECTOR","DEVICE","82.2278"
"聊白洼机房","2024-06-28-20","HOUR","VECTOR","LEASE","25.0241"
"聊白洼机房","2024-06-28-20","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-28-20","HOUR","VECTOR","PRODUCT","103.949"
"聊白洼机房","2024-06-28-20","HOUR","VECTOR","PUE","1.26416"
"聊白洼机房","2024-06-28-20","HOUR","VECTOR","TOTAL","152.007"
"聊白洼机房","2024-06-28-21","HOUR","POINT","A1","24.8451"
"聊白洼机房","2024-06-28-21","HOUR","POINT","A2","120.296"
"聊白洼机房","2024-06-28-21","HOUR","POINT","B1","54.2586"
"聊白洼机房","2024-06-28-21","HOUR","POINT","B2","50.0105"
"聊白洼机房","2024-06-28-21","HOUR","POINT","C1","38.4725"
"聊白洼机房","2024-06-28-21","HOUR","POINT","D1","44.4322"
"聊白洼机房","2024-06-28-21","HOUR","VECTOR","BUSINESS","16.0268"
"聊白洼机房","2024-06-28-21","HOUR","VECTOR","DEVICE","82.9047"
"聊白洼机房","2024-06-28-21","HOUR","VECTOR","LEASE","24.8451"
"聊白洼机房","2024-06-28-21","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-28-21","HOUR","VECTOR","PRODUCT","104.269"
"聊白洼机房","2024-06-28-21","HOUR","VECTOR","PUE","1.2577"
"聊白洼机房","2024-06-28-21","HOUR","VECTOR","TOTAL","145.141"
"聊白洼机房","2024-06-28-22","HOUR","POINT","A1","24.6508"
"聊白洼机房","2024-06-28-22","HOUR","POINT","A2","114.562"
"聊白洼机房","2024-06-28-22","HOUR","POINT","B1","54.2332"
"聊白洼机房","2024-06-28-22","HOUR","POINT","B2","47.218"
"聊白洼机房","2024-06-28-22","HOUR","POINT","C1","38.4939"
"聊白洼机房","2024-06-28-22","HOUR","POINT","D1","43.9217"
"聊白洼机房","2024-06-28-22","HOUR","VECTOR","BUSINESS","13.1108"
"聊白洼机房","2024-06-28-22","HOUR","VECTOR","DEVICE","82.4156"
"聊白洼机房","2024-06-28-22","HOUR","VECTOR","LEASE","24.6508"
"聊白洼机房","2024-06-28-22","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-28-22","HOUR","VECTOR","PRODUCT","101.451"
"聊白洼机房","2024-06-28-22","HOUR","VECTOR","PUE","1.23097"
"聊白洼机房","2024-06-28-22","HOUR","VECTOR","TOTAL","139.213"
"聊白洼机房","2024-06-28-23","HOUR","POINT","A1","23.7166"
"聊白洼机房","2024-06-28-23","HOUR","POINT","A2","110.734"
"聊白洼机房","2024-06-28-23","HOUR","POINT","B1","51.5444"
"聊白洼机房","2024-06-28-23","HOUR","POINT","B2","48.9786"
"聊白洼机房","2024-06-28-23","HOUR","POINT","C1","37.3508"
"聊白洼机房","2024-06-28-23","HOUR","POINT","D1","42.9098"
"聊白洼机房","2024-06-28-23","HOUR","VECTOR","BUSINESS","10.2105"
"聊白洼机房","2024-06-28-23","HOUR","VECTOR","DEVICE","80.2607"
"聊白洼机房","2024-06-28-23","HOUR","VECTOR","LEASE","23.7166"
"聊白洼机房","2024-06-28-23","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-28-23","HOUR","VECTOR","PRODUCT","100.523"
"聊白洼机房","2024-06-28-23","HOUR","VECTOR","PUE","1.25246"
"聊白洼机房","2024-06-28-23","HOUR","VECTOR","TOTAL","134.45"
"聊白洼机房","2024-06-29","DAY","VECTOR","BUSINESS","24.6022"
"聊白洼机房","2024-06-29","DAY","VECTOR","DEVICE","79.4559"
"聊白洼机房","2024-06-29","DAY","VECTOR","LEASE","24.1229"
"聊白洼机房","2024-06-29","DAY","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-29","DAY","VECTOR","PRODUCT","100.684"
"聊白洼机房","2024-06-29","DAY","VECTOR","PUE","1.26716"
"聊白洼机房","2024-06-29","DAY","VECTOR","TOTAL","149.409"
"聊白洼机房","2024-06-29-00","HOUR","POINT","A1","21.1685"
"聊白洼机房","2024-06-29-00","HOUR","POINT","A2","108.572"
"聊白洼机房","2024-06-29-00","HOUR","POINT","B1","53.2922"
"聊白洼机房","2024-06-29-00","HOUR","POINT","B2","45.8369"
"聊白洼机房","2024-06-29-00","HOUR","POINT","C1","35.7492"
"聊白洼机房","2024-06-29-00","HOUR","POINT","D1","42.1102"
"聊白洼机房","2024-06-29-00","HOUR","VECTOR","BUSINESS","9.44271"
"聊白洼机房","2024-06-29-00","HOUR","VECTOR","DEVICE","77.8593"
"聊白洼机房","2024-06-29-00","HOUR","VECTOR","LEASE","21.1685"
"聊白洼机房","2024-06-29-00","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-29-00","HOUR","VECTOR","PRODUCT","99.1292"
"聊白洼机房","2024-06-29-00","HOUR","VECTOR","PUE","1.27318"
"聊白洼机房","2024-06-29-00","HOUR","VECTOR","TOTAL","129.74"
"聊白洼机房","2024-06-29-01","HOUR","POINT","A1","20.7217"
"聊白洼机房","2024-06-29-01","HOUR","POINT","A2","100.716"
"聊白洼机房","2024-06-29-01","HOUR","POINT","B1","46.4875"
"聊白洼机房","2024-06-29-01","HOUR","POINT","B2","44.7708"
"聊白洼机房","2024-06-29-01","HOUR","POINT","C1","35.8488"
"聊白洼机房","2024-06-29-01","HOUR","POINT","D1","37.8797"
"聊白洼机房","2024-06-29-01","HOUR","VECTOR","BUSINESS","9.45763"
"聊白洼机房","2024-06-29-01","HOUR","VECTOR","DEVICE","73.7285"
"聊白洼机房","2024-06-29-01","HOUR","VECTOR","LEASE","20.7217"
"聊白洼机房","2024-06-29-01","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-29-01","HOUR","VECTOR","PRODUCT","91.2583"
"聊白洼机房","2024-06-29-01","HOUR","VECTOR","PUE","1.23776"
"聊白洼机房","2024-06-29-01","HOUR","VECTOR","TOTAL","121.438"
"聊白洼机房","2024-06-29-02","HOUR","POINT","A1","20.3207"
"聊白洼机房","2024-06-29-02","HOUR","POINT","A2","96.3583"
"聊白洼机房","2024-06-29-02","HOUR","POINT","B1","43.4841"
"聊白洼机房","2024-06-29-02","HOUR","POINT","B2","43.6136"
"聊白洼机房","2024-06-29-02","HOUR","POINT","C1","34.6871"
"聊白洼机房","2024-06-29-02","HOUR","POINT","D1","34.6264"
"聊白洼机房","2024-06-29-02","HOUR","VECTOR","BUSINESS","9.26068"
"聊白洼机房","2024-06-29-02","HOUR","VECTOR","DEVICE","69.3136"
"聊白洼机房","2024-06-29-02","HOUR","VECTOR","LEASE","20.3207"
"聊白洼机房","2024-06-29-02","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-29-02","HOUR","VECTOR","PRODUCT","87.0976"
"聊白洼机房","2024-06-29-02","HOUR","VECTOR","PUE","1.25657"
"聊白洼机房","2024-06-29-02","HOUR","VECTOR","TOTAL","116.679"
"聊白洼机房","2024-06-29-03","HOUR","POINT","A1","20.0831"
"聊白洼机房","2024-06-29-03","HOUR","POINT","A2","100.322"
"聊白洼机房","2024-06-29-03","HOUR","POINT","B1","44.5037"
"聊白洼机房","2024-06-29-03","HOUR","POINT","B2","46.5898"
"聊白洼机房","2024-06-29-03","HOUR","POINT","C1","34.9115"
"聊白洼机房","2024-06-29-03","HOUR","POINT","D1","34.3881"
"聊白洼机房","2024-06-29-03","HOUR","VECTOR","BUSINESS","9.22814"
"聊白洼机房","2024-06-29-03","HOUR","VECTOR","DEVICE","69.2997"
"聊白洼机房","2024-06-29-03","HOUR","VECTOR","LEASE","20.0831"
"聊白洼机房","2024-06-29-03","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-29-03","HOUR","VECTOR","PRODUCT","91.0936"
"聊白洼机房","2024-06-29-03","HOUR","VECTOR","PUE","1.31449"
"聊白洼机房","2024-06-29-03","HOUR","VECTOR","TOTAL","120.405"
"聊白洼机房","2024-06-29-04","HOUR","POINT","A1","20.1654"
"聊白洼机房","2024-06-29-04","HOUR","POINT","A2","94.8315"
"聊白洼机房","2024-06-29-04","HOUR","POINT","B1","43.2444"
"聊白洼机房","2024-06-29-04","HOUR","POINT","B2","42.8376"
"聊白洼机房","2024-06-29-04","HOUR","POINT","C1","34.0369"
"聊白洼机房","2024-06-29-04","HOUR","POINT","D1","34.4098"
"聊白洼机房","2024-06-29-04","HOUR","VECTOR","BUSINESS","8.74949"
"聊白洼机房","2024-06-29-04","HOUR","VECTOR","DEVICE","68.4468"
"聊白洼机房","2024-06-29-04","HOUR","VECTOR","LEASE","20.1654"
"聊白洼机房","2024-06-29-04","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-29-04","HOUR","VECTOR","PRODUCT","86.082"
"聊白洼机房","2024-06-29-04","HOUR","VECTOR","PUE","1.25765"
"聊白洼机房","2024-06-29-04","HOUR","VECTOR","TOTAL","114.997"
"聊白洼机房","2024-06-29-05","HOUR","POINT","A1","20.1244"
"聊白洼机房","2024-06-29-05","HOUR","POINT","A2","103.023"
"聊白洼机房","2024-06-29-05","HOUR","POINT","B1","49.3264"
"聊白洼机房","2024-06-29-05","HOUR","POINT","B2","44.2763"
"聊白洼机房","2024-06-29-05","HOUR","POINT","C1","34.3671"
"聊白洼机房","2024-06-29-05","HOUR","POINT","D1","40.9088"
"聊白洼机房","2024-06-29-05","HOUR","VECTOR","BUSINESS","9.42034"
"聊白洼机房","2024-06-29-05","HOUR","VECTOR","DEVICE","75.2759"
"聊白洼机房","2024-06-29-05","HOUR","VECTOR","LEASE","20.1244"
"聊白洼机房","2024-06-29-05","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-29-05","HOUR","VECTOR","PRODUCT","93.6027"
"聊白洼机房","2024-06-29-05","HOUR","VECTOR","PUE","1.24346"
"聊白洼机房","2024-06-29-05","HOUR","VECTOR","TOTAL","123.147"
"聊白洼机房","2024-06-29-06","HOUR","POINT","A1","22.7854"
"聊白洼机房","2024-06-29-06","HOUR","POINT","A2","109.192"
"聊白洼机房","2024-06-29-06","HOUR","POINT","B1","52.8064"
"聊白洼机房","2024-06-29-06","HOUR","POINT","B2","46.6661"
"聊白洼机房","2024-06-29-06","HOUR","POINT","C1","36.0403"
"聊白洼机房","2024-06-29-06","HOUR","POINT","D1","42.6729"
"聊白洼机房","2024-06-29-06","HOUR","VECTOR","BUSINESS","9.71898"
"聊白洼机房","2024-06-29-06","HOUR","VECTOR","DEVICE","78.7132"
"聊白洼机房","2024-06-29-06","HOUR","VECTOR","LEASE","22.7854"
"聊白洼机房","2024-06-29-06","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-29-06","HOUR","VECTOR","PRODUCT","99.4725"
"聊白洼机房","2024-06-29-06","HOUR","VECTOR","PUE","1.26373"
"聊白洼机房","2024-06-29-06","HOUR","VECTOR","TOTAL","131.977"
"聊白洼机房","2024-06-29-07","HOUR","POINT","A1","23.7827"
"聊白洼机房","2024-06-29-07","HOUR","POINT","A2","107.526"
"聊白洼机房","2024-06-29-07","HOUR","POINT","B1","53.2841"
"聊白洼机房","2024-06-29-07","HOUR","POINT","B2","45.1156"
"聊白洼机房","2024-06-29-07","HOUR","POINT","C1","37.0532"
"聊白洼机房","2024-06-29-07","HOUR","POINT","D1","43.5519"
"聊白洼机房","2024-06-29-07","HOUR","VECTOR","BUSINESS","9.12678"
"聊白洼机房","2024-06-29-07","HOUR","VECTOR","DEVICE","80.6051"
"聊白洼机房","2024-06-29-07","HOUR","VECTOR","LEASE","23.7827"
"聊白洼机房","2024-06-29-07","HOUR","VECTOR","OFFICE","0"
"聊白洼机房","2024-06-29-07","HOUR","VECTOR","PRODUCT","98.3997"
